NAME,SUBSCRIPTION,LOCATION,
"Arunsoc","Free Trial","East US"
"azureapp-auto-alerts-609c27-arunkumar_ak2615_gmail_com","Free Trial","East US"
"cloud-shell-storage-centralindia","Free Trial","Central India"
"SaiResourceGroup","Free Trial","South India"
